Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,FantPt,PPR,PreRank
24,3,0,0,0,0,0,0,6,20,3.33,0,0,0,0,,0,0,0,0,2,2,0
27,5,1,0,0,0,0,0,4,15,3.75,0,2,2,6,3,0,0,0,0,2,4.1,473
25,5,0,0,0,0,0,0,0,0,,0,1,1,15,15,0,0,0,0,2,2.5,541
29,8,0,0,0,0,0,0,8,18,2.25,0,2,2,4,2,0,1,0,0,2,4.2,128
24,7,1,0,0,0,0,0,0,0,,0,5,3,15,5,0,0,0,0,2,4.5,174
25,5,0,0,0,0,0,0,0,0,,0,4,3,24,8,0,0,0,0,2,5.4,610
33,3,2,25,42,224,0,4,2,8,4,0,0,0,0,,0,0,0,0,2,1.8,363
23,13,0,0,0,0,0,0,1,9,9,0,7,1,10,10,0,0,0,0,2,2.9,0
24,16,5,0,0,0,0,0,0,0,,0,8,5,19,3.8,0,0,0,0,2,6.9,0
26,9,0,0,0,0,0,0,0,0,,0,4,3,20,6.67,0,0,0,0,2,5,455
25,15,0,0,0,0,0,0,0,0,,0,4,3,19,6.33,0,0,0,0,2,4.9,385
23,2,0,0,0,0,0,0,0,0,,0,6,2,16,8,0,0,0,0,2,3.6,0
24,6,2,0,0,0,0,0,0,0,,0,4,2,20,10,0,0,0,0,2,4,278
26,5,0,0,0,0,0,0,1,1,1,0,5,2,21,10.5,0,0,0,0,2,4.2,549
24,3,0,0,0,0,0,0,0,0,,0,4,2,21,10.5,0,0,0,0,2,4.1,0
26,15,0,0,0,0,0,0,4,17,4.25,0,3,3,7,2.33,0,0,0,0,2,5.4,150
28,5,1,0,0,0,0,0,0,0,,0,4,2,18,9,0,0,0,0,2,3.8,519
24,1,0,0,0,0,0,0,0,0,,0,6,2,24,12,0,0,0,0,2,4.4,440
25,11,2,0,0,0,0,0,4,9,2.25,0,3,3,9,3,0,1,0,0,2,4.8,524
23,2,0,0,0,0,0,0,2,19,9.5,0,0,0,0,,0,0,0,0,2,1.9,324
24,7,1,0,0,0,0,0,0,0,,0,5,4,17,4.25,0,0,0,0,2,5.7,0
24,1,0,0,0,0,0,0,10,9,0.9,0,1,1,8,8,0,0,0,0,2,2.7,382
22,10,2,0,0,0,0,0,0,0,,0,9,2,23,11.5,0,0,0,0,2,4.3,0
28,11,1,0,0,0,0,0,0,0,,0,3,3,18,6,0,0,0,0,2,4.8,325
26,3,0,0,0,0,0,0,0,0,,0,4,1,17,17,0,0,0,0,2,2.7,487
23,13,0,0,0,0,0,0,0,0,,0,2,2,24,12,0,0,0,0,2,4.4,0
25,4,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,0
30,1,0,3,3,22,0,0,3,-1,-0.33,0,0,0,0,,0,0,0,0,1,0.8,384
29,16,0,0,0,0,0,0,0,0,,0,7,3,9,3,0,0,0,0,1,3.9,332
25,12,0,0,0,0,0,0,0,0,,0,4,2,5,2.5,0,0,0,0,1,2.5,573
29,4,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,1,0,0,1,1.6,450
26,1,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,0,0,1,0.8,511
26,16,1,0,0,0,0,0,0,0,,0,3,2,11,5.5,0,0,0,0,1,3.1,536
26,8,2,0,0,0,0,0,1,4,4,0,4,1,5,5,0,0,0,0,1,1.9,0
24,2,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,594
23,13,0,0,0,0,0,0,8,12,1.5,0,0,0,0,,0,0,0,0,1,1.2,0
25,7,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,1,1.6,623
24,2,0,0,0,0,0,0,1,7,7,0,0,0,0,,0,0,0,0,1,0.7,494
37,1,1,5,6,37,0,0,0,0,,0,0,0,0,,0,0,0,0,1,1.5,399
28,5,0,0,0,0,0,0,3,4,1.33,0,1,1,3,3,0,0,0,0,1,1.7,350
28,17,9,0,0,0,0,0,0,0,,0,6,5,10,2,0,0,0,0,1,6,479
36,2,0,1,2,10,0,0,2,3,1.5,0,0,0,0,,0,0,0,0,1,0.7,237
26,4,1,0,0,0,0,0,0,0,,0,1,1,8,8,0,0,0,0,1,1.8,517
25,13,0,0,0,0,0,0,0,0,,0,3,2,11,5.5,0,0,0,0,1,3.1,432
27,6,0,0,0,0,0,0,0,0,,0,2,1,5,5,0,0,0,0,1,1.5,457
26,4,0,0,0,0,0,0,3,4,1.33,0,1,1,3,3,0,0,0,0,1,1.7,647
22,9,0,0,0,0,0,0,0,0,,0,2,1,8,8,0,0,0,0,1,1.8,0
29,3,1,0,0,0,0,0,0,0,,0,2,2,6,3,0,0,0,0,1,2.6,659
30,17,6,0,0,0,0,0,1,2,2,0,2,1,8,8,0,0,0,0,1,2,434
27,5,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,425
23,8,1,0,0,0,0,0,0,0,,0,3,2,12,6,0,0,0,0,1,3.2,0
24,6,0,0,0,0,0,0,0,0,,0,4,2,13,6.5,0,0,0,0,1,3.3,671
24,1,0,3,9,23,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0.9,0
23,15,1,0,0,0,0,0,5,30,6,0,9,4,2,0.5,0,5,1,0,1,5.2,0
26,2,0,0,0,0,0,0,0,0,,0,3,2,14,7,0,1,0,0,1,3.4,676
26,1,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1,1.5,304
23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,436
33,16,0,0,0,0,0,0,1,3,3,0,0,0,0,,0,0,0,0,,0.3,582
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,419
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,16,6,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,683
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
29,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,585
25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,690
27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,513
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
23,9,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,595
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,596
24,13,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,0
25,8,0,0,0,0,0,0,0,0,,0,1,1,20,20,0,4,1,0,,1,539
25,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,,,0
24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,1,0,3,5,59,0,1,0,0,,0,0,0,0,,0,0,0,0,,0.4,684
30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,453
22,1,0,0,0,0,0,0,0,0,,0,1,1,3,3,0,0,0,0,,1.3,0
24,8,2,0,0,0,0,0,1,-4,-4,0,4,2,8,4,0,1,0,0,,2.4,299
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,406
24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,612
25,11,1,0,0,0,0,0,1,0,0,0,2,0,0,,0,0,0,0,,,685
24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,544
25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
28,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
31,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,428
28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,477
28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,293
29,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,398
29,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,630
28,2,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,,0.1,194
25,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,438
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,400
29,1,0,0,0,0,0,0,2,4,2,0,0,0,0,,0,0,0,0,,0.4,213
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,282
25,7,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
34,2,0,2,7,8,0,0,5,0,0,0,0,0,0,,0,0,0,0,,0.3,312
26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,550
27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,518
24,2,0,0,0,0,0,0,0,0,,0,1,1,3,3,0,1,0,0,,1.3,637
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,552
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
23,10,1,0,0,0,0,0,0,0,,0,5,0,0,,0,0,0,0,,,0
23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,554
26,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,556
24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,374
25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,651
25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,14,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,560
34,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,446
30,10,1,0,0,0,0,0,0,0,,0,4,1,4,4,0,0,0,0,,1.4,561
26,2,2,0,0,0,0,0,0,0,,0,2,2,-2,-1,0,0,0,0,,1.8,441
23,3,0,0,0,0,0,0,0,0,,0,3,2,17,8.5,0,1,1,0,,1.7,0
37,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,661
30,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,483
27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
29,2,0,0,0,0,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,,-0.4,0
25,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,670
23,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,302
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,255
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,1,1,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,,1.2,506
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
30,1,1,0,0,0,0,0,2,2,1,0,0,0,0,,0,0,0,0,,0.2,243
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,443
28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,17,2,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,469
27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,688
24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,488
29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,308
29,4,0,7,11,35,0,1,4,-4,-1,0,0,0,0,,0,0,0,0,-1,-1,510
25,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.5,0,1,1,0,-1,1.3,171
37,3,0,0,2,0,0,0,5,-5,-1,0,0,0,0,,0,1,0,0,-1,-0.5,493
23,8,0,0,0,0,0,0,1,-1,-1,0,4,1,15,15,0,1,1,0,-1,0.4,330
26,17,0,0,0,0,0,0,3,17,5.67,0,2,1,9,9,0,3,2,0,-1,-0.4,0
34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,-2,-2,635
28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,-2,-2,291
28,1,0,2,8,33,0,2,2,-2,-1,0,0,0,0,,0,0,0,0,-3,-2.9,326
27,16,16,0,0,0,0,0,272,1459,5.36,14,83,67,564,8.42,7,3,2,21,324,391.3,3
24,17,17,0,0,0,0,0,14,113,8.07,2,181,135,1749,12.96,12,3,2,14,268,403.2,16
27,17,17,385,579,4306,29,18,111,524,4.72,15,0,0,0,,0,7,4,15,393,392.6,7
29,16,16,0,0,0,0,0,6,15,2.5,0,171,119,1799,15.12,13,1,1,13,257,376.4,11
25,17,17,352,538,3858,23,15,157,605,3.85,15,0,0,0,,0,9,5,15,357,356.8,12
31,15,15,0,0,0,0,0,209,1012,4.84,18,32,25,175,7,3,4,1,21,243,267.7,93
24,16,16,0,0,0,0,0,4,24,6,0,164,119,1515,12.73,10,1,1,10,212,330.9,27
30,17,17,410,590,4516,36,9,55,242,4.4,2,0,0,0,,0,4,2,2,343,342.8,80
30,17,17,0,0,0,0,0,0,0,,0,136,79,1255,15.89,13,0,0,13,204,282.5,39
26,16,16,307,457,3678,24,7,148,821,5.55,5,0,0,0,,0,11,6,5,331,331.2,75
22,17,14,0,0,0,0,0,1,4,4,0,120,86,889,10.34,10,0,0,10,153,239.3,0
24,17,17,0,0,0,0,0,267,1008,3.78,11,73,58,476,8.21,1,0,0,12,224,282.4,43
23,12,11,0,0,0,0,0,228,1144,5.02,12,48,32,206,6.44,3,3,2,15,223,255,325
22,17,17,0,0,0,0,0,12,89,7.42,0,160,105,1486,14.15,6,1,0,6,194,298.5,0
26,17,17,0,0,0,0,0,4,21,5.25,1,136,96,1364,14.21,8,1,1,9,191,286.5,49
29,17,17,2,3,14,2,0,280,1167,4.17,12,36,28,214,7.64,0,0,0,12,219,246.7,4
27,17,17,0,0,0,0,0,257,1034,4.02,9,64,52,376,7.23,3,0,0,12,215,267,34
25,17,17,372,579,4159,32,11,50,247,4.94,4,0,0,0,,0,9,3,4,319,319.1,400
22,17,16,0,0,0,0,0,223,994,4.46,5,95,76,591,7.78,4,2,0,9,215,290.5,127
26,17,17,0,0,0,0,0,0,0,,0,158,106,1456,13.74,7,2,2,7,184,289.6,13
27,15,15,0,1,0,0,0,37,225,6.08,5,89,60,892,14.87,7,1,0,12,184,243.7,111
30,16,16,0,0,0,0,0,1,2,2,0,90,65,1020,15.69,6,0,0,6,138,203.2,23
24,15,10,0,0,0,0,0,1,7,7,0,109,80,1297,16.21,8,1,0,8,180,260.4,191
24,17,17,0,0,0,0,0,272,990,3.64,6,70,64,549,8.58,3,3,2,9,204,267.9,134
25,16,16,0,0,0,0,0,0,0,,0,105,75,1342,17.89,7,1,1,7,174,249.2,38
34,15,15,0,0,0,0,0,0,0,,0,121,93,984,10.58,5,1,1,5,126,219.4,9
31,13,13,1,2,49,1,0,2,6,3,0,150,108,1243,11.51,7,2,1,7,171,278.9,122
26,15,11,0,0,0,0,0,0,0,,0,127,95,960,10.11,5,1,1,5,124,219,29
30,17,17,0,0,0,0,0,1,5,5,0,160,107,1183,11.06,8,2,1,8,167,273.8,14
27,16,16,0,0,0,0,0,0,0,,0,123,81,882,10.89,6,2,2,6,120,201.2,144
24,16,16,308,444,4280,31,11,39,144,3.69,2,0,0,0,,0,6,2,2,296,295.6,119
26,14,14,0,0,0,0,0,219,1015,4.63,13,24,16,117,7.31,0,2,1,13,191,207.2,66
23,16,16,1,1,-7,0,0,3,-6,-2,0,145,100,1216,12.16,7,1,0,7,163,262.7,32
31,17,17,0,0,0,0,0,0,0,,0,175,103,1144,11.11,8,0,0,8,162,265.4,8
21,15,3,0,0,0,0,0,182,945,5.19,10,71,52,316,6.08,1,2,1,11,190,242.1,0
29,17,15,0,0,0,0,0,0,0,,0,143,114,963,8.45,4,3,2,4,116,230.3,51
24,17,13,0,0,0,0,0,237,1122,4.73,2,54,44,445,10.11,4,4,2,6,189,232.7,142
21,17,16,0,0,0,0,0,214,976,4.56,4,86,58,487,8.4,4,4,3,8,188,246.3,0
26,16,16,0,0,0,0,0,0,0,,0,119,66,1114,16.88,8,0,0,8,159,225.4,47
29,17,17,407,605,4575,30,12,32,21,0.66,2,0,0,0,,0,6,4,2,289,289.1,57
33,16,7,6,11,83,1,0,81,401,4.95,4,40,33,291,8.82,2,1,1,6,111,143.5,25
29,15,15,0,0,0,0,0,0,0,,0,128,72,1250,17.36,5,2,1,5,155,227,24
26,14,14,0,0,0,0,0,247,962,3.89,6,60,41,280,6.83,4,2,2,10,182,223.2,15
29,17,17,0,0,0,0,0,9,23,2.56,0,136,76,1016,13.37,8,1,0,8,154,229.9,0
23,16,13,0,0,0,0,0,11,119,10.82,2,94,64,793,12.39,8,2,0,10,153,217.2,0
24,17,17,0,0,0,0,0,3,2,0.67,0,90,73,719,9.85,6,1,0,6,108,181.1,60
21,17,14,0,0,0,0,0,1,2,2,0,108,70,911,13.01,10,0,0,10,151,221.3,0
24,17,16,0,0,0,0,0,0,0,,0,102,71,761,10.72,5,0,0,5,106,177.1,296
31,17,16,0,1,0,0,0,2,9,4.5,0,137,75,1057,14.09,7,0,0,7,149,223.6,135
28,16,16,401,597,4183,27,14,75,389,5.19,0,0,0,0,,0,5,3,0,280,280.2,1
27,16,16,2,3,12,1,0,4,24,6,2,106,71,807,11.37,8,0,0,10,148,218.6,108
28,13,13,0,0,0,0,0,208,1040,5,7,33,27,165,6.11,2,0,0,9,175,201.5,55
28,17,9,0,0,0,0,0,198,810,4.09,13,13,12,180,15,0,3,2,13,175,187,194
25,16,16,0,0,0,0,0,0,0,,0,112,81,1066,13.16,7,1,1,7,147,227.6,28
22,17,16,0,0,0,0,0,3,18,6,0,106,63,1140,18.1,5,3,0,5,146,208.8,106
24,17,12,0,0,0,0,0,0,0,,0,106,81,825,10.19,3,1,0,3,101,181.5,279
23,16,11,0,0,0,0,0,0,0,,0,138,87,1123,12.91,5,0,0,5,144,231.3,59
22,15,15,319,499,4108,23,5,39,167,4.28,3,1,1,0,0,0,8,4,3,275,276,0
23,15,15,0,0,0,0,0,219,905,4.13,8,37,29,259,8.93,1,1,0,9,170,199.4,37
28,17,17,364,566,4044,28,10,62,163,2.63,1,0,0,0,,0,8,3,1,274,274.1,101
24,14,13,0,0,0,0,0,205,935,4.56,7,49,44,244,5.55,2,1,1,9,170,213.9,100
26,16,15,0,0,0,0,0,0,0,,0,156,109,1152,10.57,4,2,1,4,141,250.2,69
26,17,17,0,0,0,0,0,252,1005,3.99,6,67,55,311,5.65,0,3,1,6,168,222.6,20
24,17,12,0,0,0,0,0,204,813,3.99,4,63,44,319,7.25,5,1,1,9,167,211.2,536
25,17,17,0,0,0,0,0,255,1035,4.06,8,38,29,170,5.86,0,2,1,8,167,195.5,31
25,17,17,388,560,4624,29,14,35,74,2.11,0,0,0,0,,0,13,5,0,270,270.4,76
27,15,8,0,0,0,0,0,0,0,,0,88,59,635,10.76,5,1,1,5,92,150.5,139
28,10,9,0,0,0,0,0,1,0,0,0,61,45,544,12.09,6,1,0,6,90,135.4,42
22,11,4,0,0,0,0,0,103,800,7.77,8,37,27,197,7.3,3,1,1,11,164,190.7,0
24,10,9,0,1,0,0,0,1,-12,-12,0,100,68,1074,15.79,5,1,1,5,134,202.2,5
24,15,15,0,0,0,0,0,178,733,4.12,5,43,36,368,10.22,4,4,2,9,162,198.1,121
23,16,8,0,0,0,0,0,1,-3,-3,0,102,79,938,11.87,7,2,1,7,134,212.5,0
24,16,15,0,0,0,0,0,229,1049,4.58,5,49,39,214,5.49,1,3,1,6,160,199.3,67
28,16,14,0,0,0,0,0,0,0,,0,90,59,772,13.08,10,3,3,10,131,190.2,130
28,17,17,0,0,0,0,0,0,0,,0,132,79,1002,12.68,4,0,0,5,130,209.2,36
24,16,16,370,564,4016,21,14,70,339,4.84,4,0,0,0,,0,12,7,4,263,262.5,45
23,17,17,388,612,3946,21,21,48,263,5.48,5,1,1,4,4,0,4,2,5,257,257.5,357
35,15,15,297,447,3070,26,8,80,341,4.26,3,0,0,0,,0,10,5,3,257,256.9,77
35,15,15,326,521,3965,24,11,21,65,3.1,0,0,0,0,,0,0,0,0,243,243.1,115
32,17,17,375,548,3878,25,8,32,40,1.25,0,0,0,0,,0,7,3,0,241,241.1,78
25,13,13,297,456,3134,20,7,52,228,4.38,3,1,1,10,10,0,4,1,3,233,234.2,63
24,13,13,227,370,2562,16,9,124,657,5.3,4,0,0,0,,0,10,4,4,230,230.2,46
33,15,15,323,499,3624,20,9,37,155,4.19,1,1,1,-2,-2,0,5,3,1,226,227.3,40
28,13,12,262,417,2464,13,10,77,421,5.47,6,0,0,0,,0,14,7,6,201,200.7,327
27,17,13,305,490,3305,15,9,34,100,2.94,3,0,0,0,,0,8,5,3,196,196.2,269
24,15,13,249,388,2836,12,12,53,193,3.64,5,1,1,-6,-6,0,12,7,5,176,177.1,263
28,13,12,0,0,0,0,0,180,694,3.86,5,86,75,466,6.21,1,0,0,6,158,233,54
22,16,16,315,527,2877,11,10,39,253,6.49,0,0,0,0,,0,11,6,0,156,156.4,0
35,8,8,216,311,2331,18,5,14,25,1.79,0,0,0,0,,0,7,4,0,150,149.7,50
27,10,10,244,365,2309,15,6,31,88,2.84,0,0,0,0,,0,2,1,0,147,147.2,17
26,8,8,176,268,1799,10,5,44,244,5.55,3,0,0,0,,0,7,0,3,146,146.4,79
24,17,12,0,0,0,0,0,238,902,3.79,5,44,39,233,5.97,0,1,0,5,144,182.5,158
25,13,13,0,0,0,0,0,233,805,3.45,6,54,37,296,8,0,3,1,6,144,181.1,2
27,9,7,171,243,1936,12,7,27,127,4.7,3,1,1,-7,-7,0,3,0,3,143,144.4,0
26,14,8,0,0,0,0,0,183,794,4.34,5,37,27,192,7.11,2,0,0,7,143,169.6,209
26,17,10,1,1,6,1,0,216,898,4.16,4,38,30,193,6.43,0,1,0,4,137,167.3,92
24,10,7,0,0,0,0,0,169,741,4.38,7,23,19,153,8.05,1,1,0,8,137,156.4,103
25,17,0,0,0,0,0,0,149,784,5.26,4,74,61,370,6.07,0,4,2,4,135,196.4,182
28,14,14,0,0,0,0,0,179,628,3.51,5,74,51,436,8.55,1,5,4,6,134,185.4,6
23,16,13,0,0,0,0,0,217,774,3.57,3,58,47,228,4.85,2,1,1,5,132,179.2,311
23,16,16,0,0,0,0,0,8,56,7,1,108,77,858,11.14,5,0,0,6,129,206.4,0
33,17,17,0,0,0,0,0,1,6,6,0,137,103,1014,9.84,4,2,0,4,128,231,112
25,14,14,0,0,0,0,0,3,12,4,0,104,72,1014,14.08,4,0,0,4,127,198.6,19
27,17,17,0,1,0,0,0,4,38,9.5,1,130,83,1024,12.34,2,0,0,3,126,209.2,65
25,11,10,213,343,2218,12,7,17,11,0.65,1,0,0,0,,0,4,2,1,126,125.8,0
28,17,5,0,0,0,0,0,184,642,3.49,3,65,51,313,6.14,2,2,1,5,124,174.5,44
31,17,17,0,0,0,0,0,0,0,,0,122,79,894,11.32,5,0,0,5,123,202.4,35
23,17,3,0,0,0,0,0,186,683,3.67,4,23,18,193,10.72,1,0,0,5,120,137.6,68
24,12,11,221,368,2271,8,7,36,211,5.86,0,0,0,0,,0,11,7,0,120,119.9,123
30,16,15,0,0,0,0,0,5,35,7,0,81,54,657,12.17,8,1,0,8,119,173.2,133
24,11,8,0,0,0,0,0,11,51,4.64,0,75,47,709,15.09,7,1,0,7,118,165,0
23,17,17,0,1,0,0,0,4,0,0,0,168,95,1042,10.97,3,2,2,3,118,213.2,52
24,17,17,0,0,0,0,0,1,-2,-2,0,81,45,746,16.58,7,1,1,7,116,161.4,61
23,17,16,0,0,0,0,0,0,0,,0,96,59,674,11.42,8,1,0,8,115,174.4,192
25,12,12,201,324,2070,6,4,42,54,1.29,1,0,0,0,,0,2,0,1,110,110.2,89
25,15,8,0,0,0,0,0,7,37,5.29,0,75,46,719,15.63,5,1,1,6,110,155.6,163
25,12,12,0,0,0,0,0,156,619,3.97,4,51,38,238,6.26,0,1,1,4,108,145.7,33
25,11,11,224,345,2120,10,12,26,96,3.69,0,0,0,0,,0,3,2,0,106,106.4,84
29,11,11,0,0,0,0,0,142,656,4.62,2,43,30,233,7.77,1,2,1,3,105,134.9,26
30,12,12,0,0,0,0,0,1,-3,-3,0,95,59,737,12.49,5,0,0,5,105,164.4,58
22,16,16,1,1,22,0,0,0,0,,0,110,69,905,13.12,2,0,0,2,105,174.4,116
28,15,2,0,0,0,0,0,135,411,3.04,9,21,15,84,5.6,0,0,0,9,104,118.5,131
25,16,13,0,0,0,0,0,180,700,3.89,0,44,30,192,6.4,3,3,2,3,103,133.2,162
27,13,11,0,0,0,0,0,0,0,,0,87,51,717,14.06,5,1,0,5,102,152.7,129
24,9,9,149,255,1808,8,4,25,57,2.28,1,0,0,0,,0,7,4,1,102,102,0
22,17,1,0,0,0,0,0,100,453,4.53,2,70,52,385,7.4,1,1,0,3,102,153.8,0
38,5,5,123,204,1616,13,8,9,2,0.22,0,0,0,0,,0,4,1,0,101,100.8,226
26,17,13,0,0,0,0,0,0,0,,0,79,50,770,15.4,4,0,0,4,101,151,146
25,15,6,0,0,0,0,0,178,613,3.44,2,28,22,223,10.14,0,0,0,2,96,117.6,90
24,12,11,0,0,0,0,0,0,0,,0,76,42,656,15.62,5,0,0,5,96,137.6,41
27,16,13,0,0,0,0,0,7,39,5.57,1,91,62,613,9.89,4,0,0,5,95,157.2,110
25,9,6,114,178,1101,8,3,36,195,5.42,1,0,0,0,,0,2,1,1,94,93.5,0
25,12,9,0,0,0,0,0,132,611,4.63,2,31,20,134,6.7,1,1,1,3,93,112.5,114
27,12,12,1,2,-1,0,0,1,6,6,0,85,57,787,13.81,3,2,2,3,93,150.3,30
22,17,9,0,0,0,0,0,0,0,,0,98,68,771,11.34,2,0,0,2,89,157.1,0
28,17,13,0,0,0,0,0,0,0,,0,64,40,608,15.2,5,1,1,5,89,128.8,178
24,16,11,0,0,0,0,0,0,0,,0,87,54,758,14.04,2,1,0,2,88,141.8,48
21,17,3,0,0,0,0,0,0,0,,0,93,63,628,9.97,4,0,0,4,87,149.8,0
34,11,5,116,180,1341,5,3,38,197,5.18,0,0,0,0,,0,4,0,0,87,87.3,410
28,6,6,105,171,1115,7,4,26,142,5.46,1,0,0,0,,0,5,2,1,87,86.8,140
26,14,14,0,0,0,0,0,2,23,11.5,0,101,51,574,11.25,4,0,0,4,84,134.7,132
